19.932353	69.971711
20.246365	69.971711
20.565324	69.970697
20.889308	69.970697
21.218395	69.970697
21.552668	69.970697
21.892206	69.970697
22.237093	69.970697
22.587414	69.970697
22.943253	69.970697
23.304698	69.970697
23.671838	69.970697
24.044761	69.970697
24.423560	69.984886
24.809858	70.105128
24.755503	69.944683
25.086609	70.292152
25.038530	70.115631
25.366212	70.463843
25.306807	70.285339
25.624869	70.636491
25.577958	70.457525
25.881032	70.805091
25.833653	70.624756
26.139757	70.973692
26.091904	70.795703
26.401068	71.145812
26.352736	70.962934
26.664991	71.322627
26.616176	71.137597
26.931553	71.496313
26.882250	71.308545
27.200779	71.669216
27.150983	71.486924
27.472697	71.843683
27.422403	71.657871
27.747333	72.016587
27.696536	71.828819
28.024714	72.189881
27.973410	72.007198
28.304868	72.360437
28.253051	72.178145
28.587823	72.530993
28.535488	72.352809
28.873607	72.701549
28.820749	72.520040
29.162247	72.871322
29.108861	72.687271
29.453773	73.039922
29.399853	72.861934
29.748213	73.212826
29.693754	73.029165
30.045597	73.385729
29.990593	73.200112
30.345953	73.553546
30.290400	73.371059
30.649312	73.726841
30.593203	73.542006
30.955704	73.899744
30.899034	73.716670
31.265158	74.073820
31.207922	73.891333
31.577706	74.247115
31.519898	74.062280
31.893379	74.420018
31.834992	74.236944
32.212207	74.594094
32.153237	74.411607
32.534222	74.770127
32.474663	74.586271
32.859456	74.941074
32.799302	74.757218
33.187942	75.113195
33.127186	74.931881
33.519712	75.287271
33.458348	75.099112
33.854798	75.459783
33.792821	75.277492
34.193233	75.634642
34.130637	75.448439
34.535053	75.806763
34.471830	75.623102
34.880289	75.976145
34.816434	75.794050
35.228976	76.145919
35.164483	75.964997
35.581149	76.314519
35.516012	76.132228
35.936843	76.486249
35.871054	76.306891
36.296092	76.660325
36.229646	76.477838
36.658933	76.833620
36.591822	76.648785
37.025400	77.006523
36.957619	76.823449
37.395532	77.178252
37.327073	76.998112
37.769363	77.348808
37.700220	77.169059
38.146932	77.522494
38.077097	77.340007
38.528275	77.692658
38.457742	77.510954
38.913430	77.864388
38.842192	77.681901
39.302435	78.037682
39.230485	77.852848
39.694670	78.207543
39.622660	78.027511
40.040876	78.370232
40.161176	78.265351
40.434768	78.543243
40.524246	78.418956
40.839660	78.706606
40.968146	78.607245
41.247921	78.879509
41.377692	78.781909
41.660264	79.049674
41.791332	78.956572
42.076729	79.218665
42.209107	79.120087
42.497357	79.387265
42.631058	79.294750
42.922189	79.559386
43.057227	79.461981
43.351269	79.735810
43.487657	79.632928
43.784638	79.907539
43.922389	79.811308
44.222339	80.078877
44.361468	79.978539
44.664416	80.252563
44.804935	80.153202
45.110912	80.425466
45.252836	80.331582
45.561872	80.599543
45.705215	80.502529
46.017340	80.772837
46.162116	80.673476
46.477361	80.945740
46.623584	80.851856
46.941980	81.119817
47.089665	81.022803
47.411245	81.293111
47.560406	81.193750
47.885200	81.466014
48.035852	81.372130
48.363893	81.637744
48.516052	81.543077
48.847372	81.807908
49.001051	81.710308
49.335684	81.978073
49.490899	81.881255
49.828049	82.142631
49.985645	82.052202
50.266605	82.315643
50.533185	82.236776
50.820031	82.482915
50.990021	82.390380
51.285230	82.650053
51.280675	82.487003
52.704491	83.116061
52.571892	82.923661
53.270463	83.304967
53.172943	83.122480
53.802991	83.478262
53.704496	83.293427
54.340843	83.651165
54.241363	83.468091
54.884072	83.825241
54.783597	83.642754
55.432730	83.998536
55.331251	83.813701
55.986874	84.171439
