19.900436	6.529963
20.191593	6.555719
20.509664	6.594338
20.832745	6.630845
21.160916	6.664648
21.494256	6.701405
21.832847	6.743121
22.176772	6.787068
22.526115	6.833429
22.880961	6.881821
23.241396	6.930843
23.607509	6.981808
23.979390	7.042934
24.357128	7.109759
24.740817	7.180346
25.139054	7.255169
24.952644	7.184371
25.537464	7.320571
25.345714	7.256904
25.874127	7.396094
25.763272	7.310115
26.208014	7.473496
26.138144	7.396290
26.513985	7.556240
26.449480	7.474375
26.814643	7.637151
26.751851	7.552134
27.088048	7.717936
27.038462	7.634187
27.358362	7.801770
27.308736	7.714784
27.596700	7.885312
27.562123	7.796231
27.832978	7.967703
27.798105	7.878537
28.071279	8.054632
28.036107	7.961713
28.311620	8.142291
28.276147	8.045767
28.554019	8.231346
28.518242	8.134422
28.798493	8.325399
28.762410	8.220299
29.036161	8.412690
29.254438	8.499402
29.008669	8.318470
29.479591	8.581238
29.720257	8.679535
29.549486	8.487283
29.827902	8.606701
29.974480	8.772147
30.195579	8.871865
30.100386	8.709089
30.403807	8.968913
30.314995	8.805052
30.610344	9.076999
30.531134	8.898010
30.828589	9.183675
30.734254	8.994001
31.053725	9.290591
30.953382	9.101412
31.274822	9.402379
31.100335	9.172335
31.464256	9.502185
31.299829	9.279757
31.643595	9.606887
31.635166	9.428532
31.823956	9.712744
31.804179	9.520099
32.005345	9.819766
31.985455	9.624999
32.176146	9.930802
32.133503	9.715516
32.352755	10.042192
32.224949	9.804645
32.543984	10.137580
32.431657	9.914944
32.729477	10.242111
32.593346	10.008188
32.916027	10.346775
32.779120	10.113847
33.103641	10.453144
32.965953	10.215955
33.292324	10.562536
33.271831	10.366320
33.482082	10.675672
33.437709	10.461420
33.673297	10.799163
33.813963	10.928939
33.676112	10.588773
33.943334	11.083470
33.819969	10.685101
34.102606	11.203039
34.245505	11.331311
34.012735	10.811062
34.158030	10.955169
34.391794	11.466635
34.541513	11.583132
34.352723	11.104577
34.680706	11.717402
34.499470	11.240614
34.828855	11.860721
34.646845	11.376587
34.963351	12.013311
34.819577	11.532620
35.127053	12.152293
34.968319	11.673012
35.277108	12.301283
35.142654	11.835813
35.427805	12.451033
35.267711	11.956216
35.579145	12.610881
35.418367	12.104529
35.726689	12.773632
35.569667	12.249087
35.879306	12.925394
35.747000	12.415197
36.021057	13.098731
36.129983	13.265001
35.933726	12.603685
36.232803	13.421667
36.335915	13.581069
36.104324	12.771688
36.437595	13.748462
36.267141	12.946855
36.550440	13.916464
36.654456	14.081743
36.413442	13.112943
36.758769	14.253633
36.517069	13.268030
36.863378	14.410691
36.620990	13.426483
36.970883	14.581473
36.725208	13.586829
37.054682	14.761759
36.829721	13.749089
37.176732	14.937986
36.934533	13.922820
37.281017	15.108562
37.039642	14.093919
37.378632	15.314066
37.229594	14.378954
37.145051	14.224839
37.485005	15.533626
37.335543	14.575943
37.596394	15.764753
37.700039	15.991413
37.463080	14.777655
37.805945	16.216601
37.649853	15.046602
37.569694	14.916629
37.913534	16.449100
37.762363	15.287600
38.021430	16.688519
37.869829	15.509779
38.129632	16.937791
37.977600	15.736625
38.229355	17.194595
38.085678	15.960957
38.340553	17.418528
38.194063	16.191445
38.468950	17.678704
38.302757	16.437264
38.552640	17.948549
38.411760	16.709690
38.658442	18.245816
38.550798	17.005255
38.768458	18.561593
38.884020	18.896907
38.735131	17.392660
38.652661	17.208340
38.989753	19.221796
38.872972	17.738872
39.100386	19.547730
38.991512	18.033458
39.211659	19.886995
39.103798	18.337321
39.335995	20.220104
39.399103	20.494748
39.213754	18.666587
39.094539	18.478809
39.485324	20.746428
39.325350	18.983389
39.611091	21.107934
39.437263	19.314384
39.707246	21.466480
39.549495	19.649868
